id	verdict	shell_rc	sched_rc	emitted	stored	db_rows	available	secs	note
JPBIZ_AIBEN	OK	0	0	0	8	8	8	2.3	
JPBIZ_TOBEN	OK	0	0	0	15	15	15	2.7	
JPREPO_SEISEN_OAI	OK	0	0	1155	1155	1155	1155	307.3	
JPBIZ_KANAZAWABEN	OK	0	0	0	15	15	15	2.7	
JPBIZ_MED_JMA	OK	0	0	0	15	15	15	3.0	
JPBIZ_MIYAZAKI_CCI	OK	0	0	0	15	15	15	2.4	
JPBIZ_EHIMEBEN	OK	0	0	0	10	10	10	2.7	
JPBIZ_FBENGOSHIKAI	OK	0	0	0	10	10	10	2.4	
JPBIZ_NEWSCAST	OK	0	0	0	100	100	100	4.7	
JPBIZ_FUKUSHIMA_CCI	OK	0	0	0	10	10	10	3.3	
JPBIZ_FUKUBEN	OK	0	0	0	10	10	10	3.6	
JPBIZ_GUNBEN	OK	0	0	0	10	10	10	4.3	
JPBIZ_HIROBEN	OK	0	0	0	10	10	10	3.6	
JPBIZ_HAKOBEN	OK	0	0	0	50	50	50	4.1	
JPBIZ_HYOGOBEN	OK	0	0	0	15	15	15	3.9	
JPBIZ_IBABEN	OK	0	0	0	10	10	10	2.7	
JPBIZ_JAAA	OK	0	0	0	10	10	10	2.5	
JPBIZ_JEITA	OK	0	0	0	20	20	20	2.2	
JPBIZ_JATA	OK	0	0	0	10	10	10	2.7	
JPBIZ_JCCA_CONSULT	OK	0	0	0	10	10	10	3.0	
JPBIZ_JPAA	OK	0	0	0	10	10	10	2.6	
JPBIZ_JHRA	OK	0	0	0	50	50	50	3.2	
JPBIZ_JMF	OK	0	0	0	10	10	10	4.3	
JPBIZ_KABEN	OK	0	0	0	10	10	10	2.0	
JPBIZ_JTA_TRUCK	OK	0	0	0	10	10	10	2.5	
JPBIZ_KAWASAKI_CCI	OK	0	0	0	10	10	10	2.7	
JPBIZ_KUMABEN	OK	0	0	0	10	10	10	2.3	
JPBIZ_MAEBASHI_CCI	OK	0	0	0	10	10	10	3.6	
JPBIZ_MIEBEN	OK	0	0	0	10	10	10	2.7	
JPBIZ_NABEN	OK	0	0	0	50	50	50	3.6	
JPBIZ_MIYABEN	OK	0	0	0	8	8	8	5.6	
JPBIZ_NBEN	OK	0	0	0	50	50	50	4.0	
JPBIZ_NIIGATABEN	OK	0	0	0	10	10	10	2.3	
JPBIZ_NICHIZEIREN	OK	0	0	0	10	10	10	2.9	
JPBIZ_NIIGATA_CCI	OK	0	0	0	50	50	50	3.0	
JPBIZ_OITA_CCI	OK	0	0	0	10	10	10	3.8	
JPBIZ_OKAYAMA_CCI	OK	0	0	0	50	50	50	3.8	
JPBIZ_SAGABEN	OK	0	0	0	10	10	10	5.1	
JPBIZ_SAITAMA_CCI	OK	0	0	0	2	2	2	3.0	
JPBIZ_TOKUBEN	OK	0	0	0	10	10	10	4.6	
JPBIZ_TOMIBEN	OK	0	0	0	10	10	10	4.0	
JPBIZ_TOTTORI_CCI	OK	0	0	0	50	50	50	3.7	
JPBIZ_YAMABEN	OK	0	0	0	10	10	10	2.5	
JPBIZ_ZENKEN_SO	OK	0	0	0	4	4	4	2.0	
JPBIZ_YOKOHAMA_CCI	OK	0	0	0	50	50	50	2.7	
JPBIZ_ATPRESS	OK	0	0	0	100	100	100	2.0	
JPBIZ_AZBIL_IR	OK	0	0	0	30	30	30	2.0	
JPBIZ_ZAIKEI_RELEASES	OK	0	0	0	50	50	50	2.2	
JPBIZ_VALUEPRESS	OK	0	0	0	200	200	200	4.4	
JPBIZ_EISAI_NEWS	OK	0	0	0	15	15	15	2.0	
JPBIZ_SEVENANDI_NEWS	OK	0	0	0	20	20	20	2.0	
JPBIZ_SEVENANDI_DISCLOSE	OK	0	0	0	20	20	20	1.3	
JPBIZ_TOKIOMARINE_NEWS	OK	0	0	0	10	10	10	2.1	
JPBIZ_TOKIOMARINE_REL	OK	0	0	0	10	10	10	2.2	
JPBIZ_TOKIOMARINE_IR	OK	0	0	0	10	10	10	1.8	
JPBIZ_JCCU_NEWSRELEASE	OK	0	0	0	5	5	5	2.3	
JPBIZ_NURSE	OK	0	0	0	100	100	100	2.3	
JPBIZ_JCCU_ANNOUNCE	OK	0	0	0	5	5	5	2.2	
JPBIZ_JCCU_AREANEWS	OK	0	0	0	5	5	5	2.2	
JPBIZ_JCCU_INFO	OK	0	0	0	5	5	5	2.2	
JPBIZ_JCCU_SUGGESTION	OK	0	0	0	5	5	5	2.2	
JPOD_GSP_MOJ_22GIFU_2024_2025	OK	0	0	46	46	46	46	3.4	
JPOD_GSP_MOJ_23AICHI_2022_2023	OK	0	0	78	78	78	78	3.5	
JPOD_GSP_MOJ_23AICHI_2024_2025	OK	0	0	77	77	77	77	3.0	
JPOD_GSP_MOJ_24MIE_2022_2023	OK	0	0	35	35	35	35	1.9	
JPOD_GSP_MOJ_24MIE_2024_2025	OK	0	0	35	35	35	35	1.9	
JPOD_GSP_MOJ_25SHIGA_2022_2023	OK	0	0	25	25	25	25	2.5	
JPOD_GSP_MOJ_25SHIGA_2024_2025	OK	0	0	23	23	23	23	1.8	
JPOD_GSP_MOJ_26KYOTO_2022_2023	OK	0	0	36	36	36	36	1.9	
JPOD_GSP_MOJ_26KYOTO_2024_2025	OK	0	0	36	36	36	36	2.1	
JPOD_GSP_MOJ_27OSAKA_2022_2023	OK	0	0	73	73	73	73	2.2	
JPOD_GSP_MOJ_27OSAKA_2024_2025	OK	0	0	73	73	73	73	2.2	
JPOD_GSP_MOJ_28HYOGO_2022_2023	OK	0	0	50	50	50	50	1.8	
JPOD_GSP_MOJ_28HYOGO_2024_2025	OK	0	0	49	49	49	49	2.1	
JPOD_GSP_MOJ_29NARA_2024_2025	OK	0	0	39	39	39	39	1.9	
JPOD_GSP_MOJ_29NARA_2022_2023	OK	0	0	40	40	40	40	2.8	
JPOD_GSP_MOJ_30WAKAYAMA_2022_2023	OK	0	0	31	31	31	31	1.8	
JPOD_GSP_MOJ_30WAKAYAMA_2024_2025	OK	0	0	31	31	31	31	1.8	
JPOD_GSP_MOJ_31TOTTORI_2022_2023	OK	0	0	21	21	21	21	1.7	
JPOD_GSP_MOJ_31TOTTORI_2024_2025	OK	0	0	20	20	20	20	1.8	
JPOD_GSP_MOJ_32SHIMANE_2022_2023	OK	0	0	24	24	24	24	1.8	
JPOD_GSP_MOJ_32SHIMANE_2024_2025	OK	0	0	22	22	22	22	1.8	
JPOD_GSP_MOJ_33OKAYAMA_2022_2023	OK	0	0	42	42	42	42	1.9	
JPOD_GSP_MOJ_33OKAYAMA_2024_2025	OK	0	0	42	42	42	42	1.9	
JPOD_GSP_MOJ_34HIROSHIMA_2022_2023	OK	0	0	31	31	31	31	1.9	
JPOD_GSP_MOJ_34HIROSHIMA_2024_2025	OK	0	0	30	30	30	30	1.8	
JPOD_GSP_MOJ_35YAMAGUCHI_2022_2023	OK	0	0	23	23	23	23	1.8	
JPOD_GSP_MOJ_35YAMAGUCHI_2024_2025	OK	0	0	21	21	21	21	1.9	
JPOD_GSP_MOJ_36TOKUSHIMA_2022_2023	OK	0	0	26	26	26	26	1.8	
JPOD_GSP_MOJ_36TOKUSHIMA_2024_2025	OK	0	0	25	25	25	25	1.8	
JPOD_GSP_MOJ_37KAGAWA_2022_2023	OK	0	0	18	18	18	18	1.8	
JPOD_GSP_MOJ_37KAGAWA_2024_2025	OK	0	0	17	17	17	17	1.9	
JPOD_GSP_MOJ_38EHIME_2022_2023	OK	0	0	25	25	25	25	1.9	
JPOD_GSP_MOJ_38EHIME_2024_2025	OK	0	0	21	21	21	21	1.8	
JPOD_GSP_MOJ_39KOCHI_2024_2025	OK	0	0	35	35	35	35	1.9	
JPOD_GSP_MOJ_39KOCHI_2022_2023	OK	0	0	35	35	35	35	2.1	
JPOD_GSP_MOJ_40FUKUOKA_2022_2023	OK	0	0	81	81	81	81	2.9	
JPOD_GSP_MOJ_41SAGA_2022_2023	OK	0	0	26	26	26	26	1.9	
JPOD_GSP_MOJ_40FUKUOKA_2024_2025	OK	0	0	80	80	80	80	2.8	
JPOD_GSP_MOJ_41SAGA_2024_2025	OK	0	0	24	24	24	24	1.8	
JPOD_GSP_MOJ_42NAGASAKI_2022_2023	OK	0	0	27	27	27	27	2.0	
JPOD_GSP_MOJ_42NAGASAKI_2024_2025	OK	0	0	25	25	25	25	1.9	
JPOD_GSP_MOJ_43KUMAMOTO_2022_2023	OK	0	0	58	58	58	58	2.3	
JPOD_GSP_MOJ_43KUMAMOTO_2024_2025	OK	0	0	51	51	51	51	2.1	
JPOD_GSP_MOJ_44OITA_2022_2023	OK	0	0	21	21	21	21	1.8	
JPOD_GSP_MOJ_44OITA_2024_2025	OK	0	0	19	19	19	19	1.8	
JPOD_GSP_MOJ_45MIYAZAKI_2022_2023	OK	0	0	31	31	31	31	1.9	
JPOD_GSP_MOJ_46KAGOSHIMA_2024_2025	OK	0	0	48	48	48	48	1.9	
JPOD_GSP_MOJ_47OKINAWA_2022_2023	OK	0	0	42	42	42	42	1.9	
JPOD_GSP_MOJ_47OKINAWA_2024_2025	OK	0	0	41	41	41	41	1.9	
JPOD_GSP_OKAYAMA_TSUYAMA	OK	0	0	43	43	43	43	1.8	
JPOD_GSP_CHIBA_122203	OK	0	0	7	7	7	7	1.7	
JPOD_GSP_CHIBA_122271	OK	0	0	21	21	21	21	2.4	
JPOD_GSP_OKINAWA_47208	OK	0	0	5	5	5	5	1.7	
JPOD_GSP_KANAGAWA_142158	OK	0	0	6	6	6	6	1.7	
JPOD_GSP_SAITAMA_FUKAYA	OK	0	0	21	21	21	21	2.1	
JPOD_GSP_TOKYO_132217	OK	0	0	13	13	13	13	1.8	
JPOD_GSP_SAITAMA_112020	OK	0	0	6	6	6	6	1.7	
JPOD_GSP_NIIGATA_152137	OK	0	0	6	6	6	6	1.7	
JPOD_GSP_AKITA_052108	OK	0	0	8	8	8	8	1.8	
JPOD_GSP_TOKYO_132098	OK	0	0	8	8	8	8	1.7	
JPOD_GSP_MIYAGI_042129	OK	0	0	9	9	9	9	1.7	
JPOD_GSP_SAITAMA_112461	OK	0	0	6	6	6	6	1.7	
JPOD_GSP_TOKYO_131105	OK	0	0	5	5	5	5	1.7	
JPOD_GSP_KANAGAWA_141500	OK	0	0	10	10	10	10	1.7	
JPOD_GSP_CHIBA_122106	OK	0	0	25	25	25	25	1.9	
JPOD_GSP_IBARAKIPREF	OK	0	0	8	8	8	8	1.7	
JPOD_GSP_SHIGA_25206	OK	0	0	8	8	8	8	1.7	
JPOD_GSP_SAITAMA_112232	OK	0	0	5	5	5	5	1.7	
JPOD_GSP_KANAGAWA_142051	OK	0	0	5	5	5	5	1.7	
JPOD_GSP_AIGID_MOJ_MAP	OK	0	0	1000	1001	1001	1000	19.5	
JPOD_GSP_SHIZUOKA_22216	OK	0	0	11	11	11	11	1.8	
JPOD_GSP_CHIBA_122297	OK	0	0	17	17	17	17	1.8	
JPOD_GSP_TOKYO_131164	OK	0	0	5	5	5	5	1.9	
JPOD_GSP_IWATE_SHINRIN	OK	0	0	17	17	17	17	2.0	
JPOD_GSP_TOCHIGI_094072	OK	0	0	5	5	5	5	2.1	
JPOD_GSP_TOCHIGI_094111	OK	0	0	12	12	12	12	2.9	
JPOD_GSP_OSAKA_OSAKA	OK	0	0	54	54	54	54	6.0	
JPOD_GSP_OITA_TOSHI	OK	0	0	16	16	16	16	1.8	
JPOD_GSP_FUKUSHIMA_072036	OK	0	0	29	29	29	29	2.5	
JPOD_GSP_NIIGATA_152021	OK	0	0	8	8	8	8	1.7	
JPOD_GSP_NAGASAKIPREF	OK	0	0	18	18	18	18	1.8	
JPOD_GSP_TOKUSHIMA_36206	OK	0	0	14	14	14	14	3.2	
JPOD_GSP_AOMORI_022012	OK	0	0	37	37	37	37	2.8	
JPOD_GSP_AOMORIPREF	OK	0	0	6	6	6	6	2.1	
JPOD_GSP_SAITAMA_112097	OK	0	0	5	5	5	5	1.8	
JPOD_GSP_KAGAWAPREF	OK	0	0	8	8	8	8	2.0	
JPOD_GSP_SHIZUOKAPREF	OK	0	0	405	405	405	405	7.3	
JPKAIGO_HOME_VISIT_BATHING_CARE_PROVIDERS	OK	0	0	1580	1580	1580	1580	2.3	
JPKAIGO_HOME_VISIT_NURSING_PROVIDERS	OK	0	0	17292	17292	17292	17292	14.7	
JPKAIGO_HOME_VISIT_REHABILITATION_PROVIDERS	OK	0	0	5022	5022	5022	5022	4.2	
JPOD_GSP_TOSHI	OK	0	0	526	526	526	526	41.7	
JPKAIGO_MEDICAL_DAY_CARE_CENTRES	OK	0	0	55	55	55	55	1.6	
JPKAIGO_HOME_VISIT_LONG_TERM_CARE_PROVIDERS	OK	0	0	34956	34956	34956	34956	33.4	
JPKAIGO_DAY_REHABILITATION_PROVIDERS	OK	0	0	7748	7748	7748	7748	6.2	
JPKAIGO_WELFARE_EQUIPMENT_RENTAL_PROVIDERS	OK	0	0	7036	7036	7036	7036	4.8	
JPKAIGO_SHORT_STAY_MEDICAL_CARE_AT_HEALTH_FACILITIES	OK	0	0	3708	3708	3708	3708	3.2	
JPKAIGO_SHORT_STAY_MEDICAL_CARE_IN_HOSPITAL_WARDS	OK	0	0	146	146	146	146	1.7	
JPKAIGO_DAY_CARE_CENTRES	OK	0	0	24705	24705	24705	24705	21.2	
JPKAIGO_SHORT_STAY_MEDICAL_CARE_AT_KAIGO_IRYOIN	OK	0	0	184	184	184	184	1.6	
JPKAIGO_SHORT_STAY_DAILY_LIFE_CARE_FACILITIES	OK	0	0	11257	11257	11257	11257	8.3	
JPKAIGO_LOW_COST_ELDERLY_HOMES_WITH_CARE	OK	0	0	508	508	508	508	1.7	
JPKAIGO_FEE_BASED_ELDERLY_HOMES_WITH_CARE	OK	0	0	4419	4419	4419	4419	3.3	
JPKAIGO_SERVICED_SENIOR_HOUSING_WITH_CARE	OK	0	0	605	605	605	605	1.8	
JPKAIGO_FEE_BASED_ELDERLY_HOMES_EXTERNAL_SERVICE_TYPE	OK	0	0	8	8	8	8	1.5	
JPKAIGO_LOW_COST_ELDERLY_HOMES_EXTERNAL_SERVICE_TYPE	OK	0	0	5	5	5	5	1.6	
JPKAIGO_SERVICED_SENIOR_HOUSING_EXTERNAL_SERVICE_TYPE	OK	0	0	9	9	9	9	1.6	
JPKAIGO_COMMUNITY_BASED_FEE_ELDERLY_HOMES	OK	0	0	255	255	255	255	1.7	
JPKAIGO_COMMUNITY_BASED_LOW_COST_HOMES	OK	0	0	64	64	64	64	1.6	
JPKAIGO_DEMENTIA_GROUP_HOMES	OK	0	0	14287	14287	14287	14287	9.1	
JPKAIGO_COMMUNITY_BASED_SERVICED_HOUSING	OK	0	0	53	53	53	53	1.6	
JPKAIGO_WELFARE_EQUIPMENT_SALES_PROVIDERS	OK	0	0	5874	5874	5874	5874	4.0	
JPKAIGO_SPECIAL_NURSING_HOMES_FOR_THE_ELDERLY	OK	0	0	8496	8496	8496	8496	5.7	
JPKAIGO_LONG_TERM_CARE_HEALTH_FACILITIES	OK	0	0	4126	4126	4126	4126	3.2	
JPKAIGO_LONG_TERM_CARE_WARD_HOSPITALS	OK	0	0	100	100	100	100	1.6	
JPKAIGO_COMMUNITY_BASED_SPECIAL_NURSING_HOMES	OK	0	0	2543	2543	2543	2543	2.7	
JPKAIGO_LONG_TERM_CARE_MEDICAL_FACILITIES	OK	0	0	905	905	905	905	1.9	
JPKAIGO_NIGHT_TIME_HOME_VISIT_CARE_PROVIDERS	OK	0	0	205	205	205	205	1.7	
JPKAIGO_DEMENTIA_DAY_CARE_CENTRES	OK	0	0	3133	3133	3133	3133	2.7	
JPKAIGO_ROUND_THE_CLOCK_HOME_VISIT_CARE_AND_NURSING	OK	0	0	1411	1411	1411	1411	2.2	
JPKAIGO_SMALL_SCALE_MULTIFUNCTIONAL_HOME_CARE	OK	0	0	5498	5498	5498	5498	4.2	
JPKAIGO_MULTIFUNCTIONAL_HOME_CARE_WITH_NURSING	OK	0	0	1074	1074	1074	1074	2.0	
JPKEIZAI_ABENO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ADACHI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_AKABANE	OK	0	0	10	10	10	10	2.1	
JPKEIZAI_AKASAKA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_AKIBA	OK	0	0	10	10	10	10	2.0	
JPKAIGO_COMMUNITY_BASED_DAY_CARE_CENTRES	OK	0	0	18180	18180	18180	18180	12.3	
JPKEIZAI_AKITA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_AMAMI_MINAMISANTOU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_AOMORI	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_ASAHIKAWA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_ASAKUSA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ASHIKAGA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ATAMI	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_BIWAKO_OTSU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_BUNKYO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_CHIBA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_CHICHIBU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_CHIKUHO	OK	0	0	10	10	10	10	2.0	
JPKAIGO_CARE_MANAGEMENT_OFFICES	OK	0	0	36503	36503	36503	36503	40.5	
JPKEIZAI_CHOFU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_CHOSHI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_DAISEN	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_EDOGAWA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_FUKUI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_FUKUSHIMA	OK	0	0	10	10	10	10	3.0	
JPKEIZAI_FUNABASHI	OK	0	0	10	10	10	10	2.2	
JPKEIZAI_GINZA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_HACHINOHE	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_HACHIOJI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_HAKATA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_HAMAMATSU	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_HIGASHIOSAKA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_HIKONE	OK	0	0	10	10	10	10	2.2	
JPKEIZAI_HIMEJI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_HIROSAKI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_HIROSHIMA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_HONJO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_HYUGA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_ICHIGAYA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_ICHIKAWA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_IIDA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_IKEBUKURO	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_IKI_TSUSHIMA	OK	0	0	10	10	10	10	2.2	
JPKEIZAI_IMABARI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_INA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_ISESHIMA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ISHIGAKI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ITABASHI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ITO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_IZU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_IZUNOKUNI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_JIYUGAOKA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KAGOSHIMA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KAKOGAWA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KAMAKURA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KANAZAWA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KARASUMA	OK	0	0	10	10	10	10	2.2	
JPKEIZAI_KARUIZAWA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KASUKABE	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KATSUSHIKA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KAWAGOE	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KAWAGUCHI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KICHIJOJI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KITAMI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KITSUKI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KOBE	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KOENJI	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_KOFU	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_KOHOKU	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_KOKURA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KOTO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KUJUKURI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KUMAGAYA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KUMAMOTO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KURASHIKI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KYOBASHI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KYODO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_KYOTANGO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_MACHIDA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_MATSUDO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_MATSUMOTO	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_MEIEKI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_MITO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_MIYAZAKI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_MORIOKA	OK	0	0	10	10	10	10	2.1	
JPKEIZAI_MTFUJI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_MUNAKATA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_NAGAHAMA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_NAGASAKI	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_NAKANO	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_NAMBA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_NARA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_NARASHINO	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_NERIMA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_NIHOMBASHI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_NIKOTAMA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_NISHITAMA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_ODAWARA_HAKONE	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_OITA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_OKAYAMA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_OMIHACHIMAN	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_OMIYA	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_ONGA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_OSAKABAY	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_OTARU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_ROPPONGI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_SAGA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SAKAE	OK	0	0	10	10	10	10	2.1	
JPKEIZAI_SANCHA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SAPPORO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SAYAMA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SEMBA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SENDAI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_SHIMODA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SHIMOKITA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_SHINAGAWA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_SHINBASHI	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SHINJUKU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SHONAN	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SHUNAN	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SOTOBO	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_SUMIDA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_TACHIKAWA	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_TAKADANOBABA	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_TAKAMATSU	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_TAKASAKI	OK	0	0	10	10	10	10	2.1	
JPKEIZAI_TENJIN	OK	0	0	10	10	10	10	2.3	
JPKEIZAI_TOKUSHIMA	OK	0	0	10	10	10	10	2.2	
JPKEIZAI_TOKYOBAY	OK	0	0	10	10	10	10	2.0	
JPKEIZAI_TOTTORI	OK	0	0	10	10	10	10	1.9	
JPKEIZAI_TOYOTA	OK	0	0	10	10	10	10	2.0	
